Time,Right Hand,Left Hand,Right,Left,Zero,Phase,Frequency
931,1.744,1.685,0.306,0.365,0,2.093,0.027
932,1.744,1.665,0.306,0.385,0,2.093,0.027
933,1.725,1.665,0.325,0.385,0,2.093,0.027
934,1.725,1.665,0.325,0.385,0,2.093,0.027
935,1.725,1.665,0.325,0.385,0,2.093,0.027
936,1.725,1.665,0.325,0.385,0,2.093,0.027
937,1.725,1.665,0.325,0.385,0,2.093,0.027
938,1.725,1.666,0.325,0.384,0,2.093,0.027
939,1.725,1.665,0.325,0.385,0,2.093,0.027
940,1.725,1.665,0.325,0.385,0,2.093,0.027
941,1.725,1.665,0.325,0.385,0,2.093,0.027
942,1.725,1.665,0.325,0.385,0,2.093,0.027
943,1.725,1.665,0.325,0.385,0,2.093,0.027
944,1.725,1.665,0.325,0.385,0,2.093,0.027
945,1.725,1.665,0.325,0.385,0,2.093,0.027
946,1.725,1.665,0.325,0.385,0,2.093,0.027
947,1.725,1.665,0.325,0.385,0,2.093,0.027
948,1.725,1.665,0.325,0.385,0,2.093,0.027
949,1.725,1.665,0.325,0.385,0,2.093,0.027
950,1.725,1.647,0.325,0.403,0,2.092,0.027
951,1.725,1.647,0.325,0.403,0,2.093,0.027
952,1.725,1.647,0.325,0.403,0,2.092,0.027
953,1.725,1.647,0.325,0.403,0,1.947,0.027
954,1.725,1.647,0.325,0.403,0,1.801,0.254
955,1.725,1.647,0.325,0.403,0,1.803,0.482
956,1.725,1.647,0.325,0.403,0,1.804,0.484
957,1.725,1.647,0.325,0.403,0,1.802,0.485
958,1.725,1.647,0.325,0.403,0,1.803,0.485
959,1.725,1.647,0.325,0.403,0,1.805,0.483
960,1.725,1.647,0.325,0.403,0,1.8,0.482
961,1.725,1.647,0.325,0.403,0,1.8,0.484
962,1.744,1.666,0.306,0.384,0,1.802,0.484
963,1.744,1.666,0.306,0.384,0,1.8,0.482
964,1.744,1.647,0.306,0.403,0,1.802,0.56
965,1.725,1.647,0.325,0.403,0,1.8,0.485
966,1.725,1.647,0.325,0.403,0,1.802,0.636
967,1.744,1.609,0.306,0.441,0,1.801,0.484
968,1.744,1.647,0.306,0.403,0,1.801,0.485
969,1.744,1.647,0.306,0.403,0,1.803,0.635
970,1.744,1.628,0.306,0.422,0,1.805,0.635
971,1.744,1.628,0.306,0.422,0,1.801,0.712
972,1.744,1.628,0.306,0.422,0,1.8,0.638
973,1.744,1.628,0.306,0.422,0,1.8,0.638
974,1.744,1.628,0.306,0.422,0,1.8,0.709
975,1.763,1.647,0.287,0.403,0,1.802,0.636
976,1.763,1.647,0.287,0.403,0,1.801,0.784
977,1.763,1.647,0.287,0.403,0,1.802,0.783
978,1.763,1.647,0.287,0.403,0,1.8,0.781
979,1.763,1.647,0.287,0.403,0,1.8,0.858
980,1.763,1.647,0.287,0.403,0,1.8,0.935
981,1.763,1.647,0.287,0.403,0,1.8,0.858
982,1.744,1.628,0.306,0.422,0,1.8,0.93
983,1.744,1.628,0.306,0.422,0,1.802,0.93
984,1.744,1.628,0.306,0.422,0,1.801,1.007
985,1.744,1.647,0.306,0.403,0,1.802,1.079
986,1.763,1.647,0.287,0.403,0,1.8,0.932
987,1.763,1.647,0.287,0.403,0,1.802,1.079
988,1.763,1.647,0.287,0.403,0,1.801,1.081
989,1.763,1.647,0.287,0.403,0,1.8,0.931
990,1.763,1.647,0.287,0.403,0,1.802,0.933
991,1.763,1.647,0.287,0.403,0,1.8,1.078
992,1.763,1.647,0.287,0.403,0,1.802,1.006
993,1.764,1.647,0.286,0.403,0,1.8,0.93
994,1.782,1.665,0.268,0.385,0,1.8,1.078
995,1.782,1.666,0.268,0.384,0,1.802,1.081
996,1.782,1.665,0.268,0.385,0,1.801,1.078
997,1.782,1.665,0.268,0.385,0,1.8,1.078
998,1.782,1.685,0.268,0.365,0,1.802,1.081
999,1.782,1.685,0.268,0.365,0,1.801,1.079
1000,1.763,1.684,0.287,0.366,0,1.8,1.078
1001,1.763,1.665,0.287,0.385,0,1.801,1.079
1002,1.782,1.665,0.268,0.385,0,1.802,1.154
1003,1.782,1.684,0.268,0.366,0,1.802,1.079
1004,1.802,1.703,0.248,0.347,0,1.801,1.153
1005,1.802,1.704,0.248,0.346,0,1.802,1.109
1006,1.802,1.703,0.248,0.347,0,1.801,1.228
1007,1.782,1.703,0.268,0.347,0,1.8,1.226
1008,1.782,1.685,0.268,0.365,0,1.801,1.226
1009,1.782,1.685,0.268,0.365,0,1.801,1.226
1010,1.782,1.684,0.268,0.366,0,1.802,1.332
1011,1.782,1.684,0.268,0.366,0,1.801,1.228
1012,1.782,1.685,0.268,0.365,0,1.802,1.227
1013,1.763,1.703,0.287,0.347,0,1.8,1.227
1014,1.763,1.704,0.287,0.346,0,1.8,1.299
1015,1.782,1.703,0.268,0.347,0,1.8,1.227
1016,1.782,1.685,0.268,0.365,0,1.801,1.225
1017,1.802,1.684,0.248,0.366,0,1.8,1.372
1018,1.802,1.704,0.248,0.346,0,1.8,1.374
1019,1.802,1.685,0.248,0.365,0,1.801,1.372
1020,1.782,1.685,0.268,0.365,0,1.802,1.372
1021,1.782,1.685,0.268,0.365,0,1.801,1.374
1022,1.782,1.685,0.268,0.365,0,1.801,1.446
1023,1.782,1.685,0.268,0.365,0,1.801,1.372
1024,1.782,1.685,0.268,0.365,0,1.801,1.52
1025,1.782,1.684,0.268,0.366,0,1.801,1.52
1026,1.782,1.685,0.268,0.365,0,1.801,1.519
1027,1.782,1.685,0.268,0.365,0,1.8,1.521
1028,1.782,1.685,0.268,0.365,0,1.801,1.52
1029,1.763,1.684,0.287,0.366,0,1.8,1.662
1030,1.763,1.684,0.287,0.366,0,1.8,1.592
1031,1.763,1.684,0.287,0.366,0,1.801,1.52
1032,1.763,1.684,0.287,0.366,0,1.8,1.663
1033,1.763,1.685,0.287,0.365,0,1.801,1.664
1034,1.763,1.685,0.287,0.365,0,1.8,1.808
1035,1.744,1.685,0.306,0.365,0,1.801,1.764
1036,1.744,1.684,0.306,0.366,0,1.801,1.664
1037,1.763,1.684,0.287,0.366,0,1.8,1.808
1038,1.763,1.684,0.287,0.366,0,1.801,1.808
1039,1.763,1.685,0.287,0.365,0,1.801,1.808
1040,1.763,1.685,0.287,0.365,0,1.801,1.951
1041,1.782,1.685,0.268,0.365,0,1.801,1.952
1042,1.782,1.684,0.268,0.366,0,1.801,1.952
1043,1.763,1.685,0.287,0.365,0,1.8,1.952
1044,1.763,1.684,0.287,0.366,0,1.8,2.098
1045,1.744,1.685,0.306,0.365,0,1.8,2.17
1046,1.744,1.684,0.306,0.366,0,1.8,2.243
1047,1.744,1.685,0.306,0.365,0,1.8,2.242
1048,1.744,1.684,0.306,0.366,0,1.8,2.242
1049,1.744,1.684,0.306,0.366,0,1.8,2.389
1050,1.744,1.684,0.306,0.366,0,1.8,2.444
1051,1.744,1.685,0.306,0.365,0,1.8,2.389
1052,1.744,1.684,0.306,0.366,0,1.8,2.444
1053,1.744,1.684,0.306,0.366,0,1.8,2.389
1054,1.744,1.685,0.306,0.365,0,1.8,2.498
1055,1.744,1.665,0.306,0.385,0,1.8,2.444
1056,1.744,1.685,0.306,0.365,0,1.8,2.498
1057,1.763,1.684,0.287,0.366,0,1.801,2.444
1058,1.782,1.685,0.268,0.365,0,1.8,2.498
1059,1.782,1.703,0.268,0.347,0,1.8,2.498
1060,1.782,1.703,0.268,0.347,0,1.8,2.444
1061,1.782,1.684,0.268,0.366,0,1.8,2.498
1062,1.782,1.684,0.268,0.366,0,1.8,2.389
1063,1.782,1.684,0.268,0.366,0,1.8,2.498
1064,1.782,1.684,0.268,0.366,0,1.8,2.389
1065,1.782,1.684,0.268,0.366,0,1.8,2.444
1066,1.782,1.684,0.268,0.366,0,1.8,2.389
1067,1.802,1.693,0.248,0.357,0,1.8,2.498
1068,1.821,1.703,0.229,0.347,0,1.8,2.389
1069,1.821,1.723,0.229,0.327,0,1.8,2.498
1070,1.802,1.723,0.248,0.327,0,1.8,2.389
1071,1.802,1.723,0.248,0.327,0,1.8,2.389
1072,1.782,1.703,0.268,0.347,0,1.8,2.498
1073,1.782,1.703,0.268,0.347,0,1.8,2.444
1074,1.782,1.703,0.268,0.347,0,1.8,2.498
1075,1.782,1.703,0.268,0.347,0,1.8,2.444
1076,1.801,1.703,0.249,0.347,0,1.8,2.498
1077,1.821,1.723,0.229,0.327,0,1.8,2.389
1078,1.802,1.703,0.248,0.347,0,1.8,2.466
1079,1.802,1.703,0.248,0.347,0,1.8,2.389
1080,1.802,1.703,0.248,0.347,0,1.8,2.444
1081,1.802,1.703,0.248,0.347,0,1.8,2.389
1082,1.802,1.703,0.248,0.347,0,1.8,2.389
1083,1.802,1.703,0.248,0.347,0,1.8,2.488
1084,1.782,1.703,0.268,0.347,0,1.8,2.389
1085,1.782,1.703,0.268,0.347,0,1.8,2.443
1086,1.782,1.703,0.268,0.347,0,1.8,2.389
1087,1.782,1.703,0.268,0.347,0,1.8,2.498
1088,1.782,1.703,0.268,0.347,0,1.8,2.389
1089,1.782,1.703,0.268,0.347,0,1.8,2.498
1090,1.763,1.703,0.287,0.347,0,1.8,2.444
1091,1.782,1.703,0.268,0.347,0,1.8,2.498
1092,1.802,1.703,0.248,0.347,0,1.8,2.389
1093,1.782,1.703,0.268,0.347,0,1.8,2.389
1094,1.802,1.704,0.248,0.346,0,1.8,2.498
1095,1.802,1.703,0.248,0.347,0,1.8,2.444
1096,1.782,1.684,0.268,0.366,0,1.8,2.498
1097,1.802,1.685,0.248,0.365,0,1.8,2.389
1098,1.802,1.703,0.248,0.347,0,1.8,2.498
1099,1.801,1.703,0.249,0.347,0,1.8,2.389
1100,1.802,1.703,0.248,0.347,0,1.8,2.443
1101,1.802,1.703,0.248,0.347,0,1.8,2.389
1102,1.801,1.703,0.249,0.347,0,1.8,2.498
1103,1.802,1.703,0.248,0.347,0,1.8,2.389
1104,1.821,1.742,0.229,0.308,0,1.8,2.389
1105,1.839,1.742,0.211,0.308,0,2.093,2.498
1106,1.821,1.723,0.229,0.327,0,2.093,0.027
1107,1.821,1.723,0.229,0.327,0,2.093,0.027
1108,1.821,1.723,0.229,0.327,0,2.093,0.027
1109,1.821,1.723,0.229,0.327,0,2.093,0.027
1110,1.821,1.723,0.229,0.327,0,2.093,0.027
1111,1.802,1.723,0.248,0.327,0,2.093,0.027
1112,1.802,1.703,0.248,0.347,0,2.093,0.027
1113,1.802,1.703,0.248,0.347,0,2.093,0.027
1114,1.802,1.704,0.248,0.346,0,2.093,0.027
1115,1.802,1.704,0.248,0.346,0,2.093,0.027
1116,1.802,1.703,0.248,0.347,0,2.093,0.027
1117,1.802,1.703,0.248,0.347,0,2.093,0.027
1118,1.801,1.703,0.249,0.347,0,2.093,0.027
1119,1.782,1.703,0.268,0.347,0,2.093,0.027
1120,1.782,1.703,0.268,0.347,0,2.093,0.027
1121,1.782,1.703,0.268,0.347,0,2.093,0.027
1122,1.782,1.703,0.268,0.347,0,2.093,0.027
1123,1.802,1.723,0.248,0.327,0,2.093,0.027
1124,1.802,1.723,0.248,0.327,0,2.093,0.027
1125,1.802,1.703,0.248,0.347,0,2.092,0.027
1126,1.802,1.703,0.248,0.347,0,2.093,0.027
1127,1.782,1.703,0.268,0.347,0,2.092,0.027
1128,1.782,1.703,0.268,0.347,0,2.092,0.027
1129,1.782,1.703,0.268,0.347,0,0.314,0.027
1130,1.782,1.703,0.268,0.347,0,0.313,2.243
1131,1.782,1.703,0.268,0.347,0,0.313,2.316
1132,1.782,1.703,0.268,0.347,0,0.314,2.243
1133,1.782,1.685,0.268,0.365,0,0.313,2.242
1134,1.782,1.684,0.268,0.366,0,0.314,2.243
1135,1.782,1.684,0.268,0.366,0,0.314,2.244
1136,1.763,1.684,0.287,0.366,0,0.316,2.171
1137,1.763,1.684,0.287,0.366,0,0.314,2.098
1138,1.763,1.685,0.287,0.365,0,0.314,2.098
1139,1.763,1.684,0.287,0.366,0,0.315,2.17
1140,1.763,1.685,0.287,0.365,0,0.315,2.098
1141,1.763,1.685,0.287,0.365,0,0.314,2.098
1142,1.763,1.685,0.287,0.365,0,0.314,2.098
1143,1.763,1.685,0.287,0.365,0,0.314,2.098
1144,1.744,1.684,0.306,0.366,0,0.314,2.17
1145,1.744,1.684,0.306,0.366,0,0.314,2.098
1146,1.744,1.685,0.306,0.365,0,0.313,2.098
1147,1.744,1.684,0.306,0.366,0,0.314,2.098
1148,1.744,1.685,0.306,0.365,0,0.314,2.097
1149,1.744,1.685,0.306,0.365,0,0.314,2.098
1150,1.744,1.685,0.306,0.365,0,0.313,2.098
1151,1.744,1.684,0.306,0.366,0,0.313,2.098
1152,1.744,1.684,0.306,0.366,0,0.314,2.242
1153,1.744,1.684,0.306,0.366,0,0.315,2.243
1154,1.744,1.685,0.306,0.365,0,0.314,1.952
1155,1.744,1.666,0.306,0.384,0,0.313,1.952
1156,1.744,1.684,0.306,0.366,0,0.313,2.025
1157,1.725,1.665,0.325,0.385,0,0.314,1.953
1158,1.725,1.665,0.325,0.385,0,0.315,1.952
1159,1.725,1.666,0.325,0.384,0,0.316,1.952
1160,1.725,1.665,0.325,0.385,0,0.314,1.952
1161,1.725,1.665,0.325,0.385,0,0.314,1.952
1162,1.725,1.666,0.325,0.384,0,0.314,1.952
1163,1.725,1.665,0.325,0.385,0,0.314,1.952
1164,1.725,1.665,0.325,0.385,0,0.313,2.025
1165,1.706,1.665,0.344,0.385,0,0.314,1.952
1166,1.706,1.665,0.344,0.385,0,0.313,1.952
1167,1.706,1.665,0.344,0.385,0,0.314,2.098
1168,1.706,1.647,0.344,0.403,0,0.313,2.098
1169,1.706,1.647,0.344,0.403,0,0.313,1.952
1170,1.706,1.647,0.344,0.403,0,0.313,1.952
1171,1.706,1.647,0.344,0.403,0,0.314,2.025
1172,1.706,1.647,0.344,0.403,0,0.314,1.808
1173,1.706,1.647,0.344,0.403,0,0.314,1.808
1174,1.706,1.647,0.344,0.403,0,0.314,1.88
1175,1.706,1.647,0.344,0.403,0,0.314,1.808
1176,1.706,1.647,0.344,0.403,0,0.314,1.88
1177,1.706,1.647,0.344,0.403,0,0.315,1.808
1178,1.706,1.647,0.344,0.403,0,0.313,1.807
1179,1.706,1.647,0.344,0.403,0,0.315,1.808
1180,1.687,1.647,0.363,0.403,0,0.314,1.808
1181,1.687,1.628,0.363,0.422,0,0.313,1.88
1182,1.687,1.628,0.363,0.422,0,0.315,1.808
1183,1.687,1.628,0.363,0.422,0,0.314,1.808
1184,1.687,1.628,0.363,0.422,0,0.313,1.663
1185,1.687,1.628,0.363,0.422,0,0.314,1.664
1186,1.687,1.628,0.363,0.422,0,0.314,1.664
1187,1.687,1.628,0.363,0.422,0,0.315,1.592
1188,1.687,1.628,0.363,0.422,0,0.314,1.664
1189,1.687,1.628,0.363,0.422,0,0.314,1.592
1190,1.668,1.628,0.382,0.422,0,0.315,1.52
1191,1.668,1.609,0.382,0.441,0,0.315,1.52
1192,1.668,1.609,0.382,0.441,0,0.313,1.52
1193,1.668,1.609,0.382,0.441,0,0.313,1.522
1194,1.668,1.609,0.382,0.441,0,0.315,1.447
1195,1.668,1.609,0.382,0.441,0,0.315,1.372
1196,1.668,1.609,0.382,0.441,0,0.314,1.375
1197,1.668,1.609,0.382,0.441,0,0.315,1.447
1198,1.687,1.628,0.363,0.422,0,0.315,1.372
1199,1.687,1.628,0.363,0.422,0,0.315,1.374
1200,1.687,1.628,0.363,0.422,0,0.313,1.372
1201,1.687,1.628,0.363,0.422,0,0.314,1.375
1202,1.687,1.628,0.363,0.422,0,0.313,1.3
1203,1.687,1.628,0.363,0.422,0,0.316,1.279
1204,1.687,1.628,0.363,0.422,0,0.314,1.227
1205,1.706,1.628,0.344,0.422,0,0.316,1.226
1206,1.706,1.628,0.344,0.422,0,0.315,1.228
1207,1.706,1.647,0.344,0.403,0,0.313,1.153
1208,1.706,1.647,0.344,0.403,0,0.316,1.081
1209,1.706,1.647,0.344,0.403,0,0.314,1.078
1210,1.706,1.647,0.344,0.403,0,0.313,1.153
1211,1.706,1.647,0.344,0.403,0,0.313,1.078
1212,1.706,1.647,0.344,0.403,0,0.314,1.153
1213,1.706,1.647,0.344,0.403,0,0.316,1.081
1214,1.706,1.647,0.344,0.403,0,0.319,1.083
1215,1.706,1.647,0.344,0.403,0,0.316,1.155
1216,1.706,1.647,0.344,0.403,0,0.314,1.078
1217,1.706,1.628,0.344,0.422,0,0.313,1.078
1218,1.706,1.647,0.344,0.403,0,0.315,1.081
1219,1.706,1.628,0.344,0.422,0,0.316,1.08
1220,1.706,1.628,0.344,0.422,0,0.313,0.932
1221,1.706,1.647,0.344,0.403,0,0.319,0.933
1222,1.706,1.647,0.344,0.403,0,0.316,1.081
1223,1.725,1.647,0.325,0.403,0,0.314,0.93
1224,1.725,1.647,0.325,0.403,0,0.317,0.932
1225,1.725,1.666,0.325,0.384,0,0.316,1.007
1226,1.725,1.666,0.325,0.384,0,0.313,0.932
1227,1.725,1.665,0.325,0.385,0,0.316,0.931
1228,1.725,1.665,0.325,0.385,0,0.315,0.93
1229,1.725,1.647,0.325,0.403,0,0.314,0.935
1230,1.725,1.647,0.325,0.403,0,0.313,0.931
1231,1.706,1.647,0.344,0.403,0,0.315,0.93
1232,1.706,1.647,0.344,0.403,0,0.314,0.932
1233,1.706,1.647,0.344,0.403,0,0.314,0.933
1234,1.706,1.647,0.344,0.403,0,0.315,0.933
1235,1.706,1.647,0.344,0.403,0,0.319,0.859
1236,1.706,1.647,0.344,0.403,0,0.319,0.931
1237,1.706,1.647,0.344,0.403,0,0.314,0.859
1238,1.706,1.647,0.344,0.403,0,0.319,0.931
1239,1.706,1.647,0.344,0.403,0,0.314,0.93
1240,1.706,1.647,0.344,0.403,0,0.319,0.857
1241,1.706,1.647,0.344,0.403,0,0.313,0.931
1242,1.706,1.647,0.344,0.403,0,0.319,0.857
1243,1.706,1.647,0.344,0.403,0,0.313,0.859
1244,1.706,1.647,0.344,0.403,0,0.314,0.783
1245,1.706,1.647,0.344,0.403,0,0.313,0.783
1246,1.706,1.647,0.344,0.403,0,0.315,0.781
1247,1.706,1.666,0.344,0.384,0,0.316,0.784
1248,1.706,1.666,0.344,0.384,0,0.313,0.786
1249,1.706,1.665,0.344,0.385,0,0.313,0.784
1250,1.725,1.665,0.325,0.385,0,0.313,0.71
1251,1.706,1.665,0.344,0.385,0,0.313,0.638
1252,1.706,1.666,0.344,0.384,0,0.315,0.709
1253,1.717,1.647,0.333,0.403,0,0.316,0.482
1254,1.706,1.647,0.344,0.403,0,0.316,0.485
1255,1.725,1.666,0.325,0.384,0,0.313,0.56
1256,1.744,1.666,0.306,0.384,0,0.317,0.636
1257,1.744,1.665,0.306,0.385,0,0.315,0.558
1258,1.725,1.666,0.325,0.384,0,0.315,0.482
1259,1.725,1.665,0.325,0.385,0,0.313,0.482
1260,1.725,1.665,0.325,0.385,0,0.313,0.482
1261,1.725,1.665,0.325,0.385,0,0.314,0.482
1262,1.725,1.665,0.325,0.385,0,0.316,0.41
1263,1.725,1.665,0.325,0.385,0,0.317,0.432
1264,1.706,1.665,0.344,0.385,0,0.314,0.482
1265,1.725,1.665,0.325,0.385,0,0.316,0.335
1266,1.706,1.665,0.344,0.385,0,0.318,0.337
1267,1.706,1.647,0.344,0.403,0,0.313,0.18
1268,1.706,1.647,0.344,0.403,0,0.32,0.071
1269,1.706,1.647,0.344,0.403,0,0.314,0.033
1270,1.706,1.647,0.344,0.403,0,0.313,0.104
1271,1.706,1.647,0.344,0.403,0,0.32,0.027
1272,1.706,1.665,0.344,0.385,0,0.314,0.107
1273,1.706,1.665,0.344,0.385,0,0.313,0.166
1274,1.725,1.647,0.325,0.403,0,0.318,0.18
1275,1.725,1.647,0.325,0.403,0,0.313,0.107
1276,1.725,1.666,0.325,0.384,0,0.313,0.18
1277,1.725,1.665,0.325,0.385,0,2.093,0.027
1278,1.725,1.666,0.325,0.384,0,2.093,0.027
1279,1.725,1.665,0.325,0.385,0,2.093,0.027
1280,1.725,1.665,0.325,0.385,0,2.093,0.027
1281,1.725,1.665,0.325,0.385,0,2.093,0.027
1282,1.725,1.665,0.325,0.385,0,2.093,0.027
1283,1.725,1.665,0.325,0.385,0,2.093,0.027
1284,1.725,1.665,0.325,0.385,0,2.093,0.027
1285,1.706,1.665,0.344,0.385,0,2.093,0.027
1286,1.706,1.647,0.344,0.403,0,2.093,0.027
1287,1.706,1.647,0.344,0.403,0,2.093,0.027
1288,1.706,1.647,0.344,0.403,0,2.093,0.027
1289,1.706,1.647,0.344,0.403,0,2.093,0.027
1290,1.706,1.647,0.344,0.403,0,2.093,0.027
1291,1.706,1.647,0.344,0.403,0,2.093,0.027
1292,1.706,1.647,0.344,0.403,0,2.093,0.027
1293,1.706,1.647,0.344,0.403,0,2.093,0.027
1294,1.706,1.647,0.344,0.403,0,2.093,0.027
1295,1.706,1.647,0.344,0.403,0,2.093,0.027
1296,1.706,1.647,0.344,0.403,0,2.093,0.027
1297,1.706,1.647,0.344,0.403,0,2.093,0.027
1298,1.706,1.647,0.344,0.403,0,2.093,0.027
1299,1.706,1.647,0.344,0.403,0,2.093,0.027
1300,1.706,1.647,0.344,0.403,0,2.092,0.027
1301,1.706,1.647,0.344,0.403,0,2.093,0.027
1302,1.706,1.647,0.344,0.403,0,1.653,0.027
1303,1.706,1.647,0.344,0.403,0,1.211,0.179
1304,1.706,1.647,0.344,0.403,0,1.216,0.335
1305,1.706,1.647,0.344,0.403,0,1.213,0.409
1306,1.706,1.647,0.344,0.403,0,1.211,0.332
1307,1.706,1.647,0.344,0.403,0,1.213,0.336
1308,1.706,1.647,0.344,0.403,0,1.215,0.408
1309,1.706,1.647,0.344,0.403,0,1.213,0.488
1310,1.706,1.647,0.344,0.403,0,1.213,0.332
1311,1.706,1.647,0.344,0.403,0,1.214,0.41
1312,1.706,1.647,0.344,0.403,0,1.211,0.334
1313,1.706,1.647,0.344,0.403,0,1.212,0.482
1314,1.687,1.647,0.363,0.403,0,1.213,0.482
1315,1.687,1.647,0.363,0.403,0,1.214,0.332
1316,1.706,1.647,0.344,0.403,0,1.214,0.482
1317,1.706,1.647,0.344,0.403,0,1.214,0.482
1318,1.706,1.647,0.344,0.403,0,1.212,0.482
1319,1.687,1.647,0.363,0.403,0,1.211,0.512
1320,1.687,1.628,0.363,0.422,0,1.213,0.635
1321,1.687,1.628,0.363,0.422,0,1.211,0.484
1322,1.687,1.628,0.363,0.422,0,1.213,0.485
1323,1.687,1.628,0.363,0.422,0,1.213,0.635
1324,1.687,1.628,0.363,0.422,0,1.211,0.578
1325,1.687,1.628,0.363,0.422,0,1.213,0.482
1326,1.687,1.628,0.363,0.422,0,1.211,0.637
1327,1.687,1.628,0.363,0.422,0,1.214,0.635
1328,1.687,1.628,0.363,0.422,0,1.215,0.708
1329,1.687,1.628,0.363,0.422,0,1.211,0.785
1330,1.668,1.628,0.382,0.422,0,1.213,0.636
1331,1.668,1.628,0.382,0.422,0,1.216,0.708
1332,1.668,1.628,0.382,0.422,0,1.212,0.636
1333,1.668,1.628,0.382,0.422,0,1.212,0.783
1334,1.668,1.609,0.382,0.441,0,1.214,0.8
1335,1.668,1.609,0.382,0.441,0,1.212,0.93
1336,1.668,1.609,0.382,0.441,0,1.214,0.784
1337,1.668,1.609,0.382,0.441,0,1.214,0.781
1338,1.668,1.609,0.382,0.441,0,1.212,0.93
1339,1.668,1.609,0.382,0.441,0,1.211,0.838
1340,1.668,1.609,0.382,0.441,0,1.212,0.933
1341,1.668,1.609,0.382,0.441,0,1.214,0.856
1342,1.668,1.609,0.382,0.441,0,1.214,0.93
1343,1.668,1.609,0.382,0.441,0,1.214,0.781
1344,1.649,1.609,0.401,0.441,0,1.214,0.93
1345,1.649,1.609,0.401,0.441,0,1.213,0.93
1346,1.649,1.609,0.401,0.441,0,1.213,0.781
1347,1.649,1.609,0.401,0.441,0,1.214,0.783
1348,1.649,1.609,0.401,0.441,0,1.212,0.933
1349,1.649,1.609,0.401,0.441,0,1.212,0.933
1350,1.649,1.59,0.401,0.46,0,1.212,0.933
1351,1.649,1.609,0.401,0.441,0,1.212,0.931
1352,1.649,1.59,0.401,0.46,0,1.214,0.932
1353,1.649,1.59,0.401,0.46,0,1.212,0.93
1354,1.649,1.59,0.401,0.46,0,1.214,1.08
1355,1.649,1.59,0.401,0.46,0,1.212,1.078
1356,1.649,1.59,0.401,0.46,0,1.213,0.932
1357,1.649,1.59,0.401,0.46,0,1.211,1.069
1358,1.649,1.59,0.401,0.46,0,1.212,0.932
1359,1.649,1.59,0.401,0.46,0,1.213,1.083
1360,1.649,1.59,0.401,0.46,0,1.213,1.081
1361,1.649,1.59,0.401,0.46,0,1.212,1.079
1362,1.63,1.59,0.42,0.46,0,1.213,1.082
1363,1.63,1.59,0.42,0.46,0,1.213,1.083
1364,1.63,1.59,0.42,0.46,0,1.212,1.079
1365,1.63,1.59,0.42,0.46,0,1.211,1.078
1366,1.63,1.59,0.42,0.46,0,1.212,1.226
1367,1.63,1.59,0.42,0.46,0,1.213,1.08
1368,1.63,1.59,0.42,0.46,0,1.212,1.078
1369,1.63,1.59,0.42,0.46,0,1.212,1.227
1370,1.63,1.59,0.42,0.46,0,1.211,1.226
1371,1.63,1.59,0.42,0.46,0,1.213,1.081
1372,1.63,1.59,0.42,0.46,0,1.213,1.227
1373,1.63,1.59,0.42,0.46,0,1.211,1.226
1374,1.63,1.59,0.42,0.46,0,1.212,1.227
