Time,Right Hand,Left Hand,Right,Left,Zero,Phase,Frequency
1375,1.63,1.571,0.42,0.479,0,1.212,1.225
1376,1.63,1.571,0.42,0.479,0,1.213,1.228
1377,1.63,1.571,0.42,0.479,0,1.213,1.227
1378,1.63,1.571,0.42,0.479,0,1.213,1.226
1379,1.63,1.571,0.42,0.479,0,1.212,1.373
1380,1.611,1.571,0.439,0.479,0,1.212,1.372
1381,1.611,1.571,0.439,0.479,0,1.213,1.372
1382,1.611,1.571,0.439,0.479,0,1.213,1.437
1383,1.611,1.571,0.439,0.479,0,1.213,1.52
1384,1.611,1.571,0.439,0.479,0,1.212,1.372
1385,1.611,1.571,0.439,0.479,0,1.212,1.519
1386,1.611,1.571,0.439,0.479,0,1.213,1.373
1387,1.611,1.571,0.439,0.479,0,1.212,1.52
1388,1.611,1.571,0.439,0.479,0,1.213,1.519
1389,1.611,1.571,0.439,0.479,0,1.212,1.52
1390,1.611,1.571,0.439,0.479,0,1.212,1.664
1391,1.611,1.571,0.439,0.479,0,1.212,1.521
1392,1.611,1.571,0.439,0.479,0,1.212,1.663
1393,1.611,1.571,0.439,0.479,0,1.212,1.664
1394,1.611,1.571,0.439,0.479,0,1.212,1.662
1395,1.603,1.571,0.447,0.479,0,1.212,1.663
1396,1.592,1.571,0.458,0.479,0,1.212,1.662
1397,1.611,1.571,0.439,0.479,0,1.212,1.88
1398,1.592,1.571,0.458,0.479,0,1.212,1.808
1399,1.592,1.571,0.458,0.479,0,1.212,1.952
1400,1.611,1.571,0.439,0.479,0,1.212,1.952
1401,1.611,1.571,0.439,0.479,0,1.212,1.951
1402,1.611,1.571,0.439,0.479,0,1.212,2.011
1403,1.611,1.571,0.439,0.479,0,1.212,2.098
1404,1.611,1.571,0.439,0.479,0,1.212,2.171
1405,1.611,1.571,0.439,0.479,0,1.212,2.242
1406,1.611,1.571,0.439,0.479,0,1.212,2.098
1407,1.611,1.571,0.439,0.479,0,1.212,2.389
1408,1.592,1.571,0.458,0.479,0,1.212,2.243
1409,1.601,1.571,0.449,0.479,0,1.212,2.316
1410,1.611,1.571,0.439,0.479,0,1.212,2.243
1411,1.611,1.571,0.439,0.479,0,1.212,2.243
1412,1.592,1.571,0.458,0.479,0,1.212,2.243
1413,1.611,1.571,0.439,0.479,0,1.212,2.243
1414,1.611,1.571,0.439,0.479,0,1.212,2.389
1415,1.611,1.571,0.439,0.479,0,1.212,2.243
1416,1.611,1.571,0.439,0.479,0,1.212,2.389
1417,1.592,1.571,0.458,0.479,0,1.212,2.243
1418,1.592,1.571,0.458,0.479,0,1.212,2.242
1419,1.592,1.571,0.458,0.479,0,1.212,2.242
1420,1.592,1.571,0.458,0.479,0,1.212,2.242
1421,1.592,1.571,0.458,0.479,0,1.212,2.389
1422,1.592,1.571,0.458,0.479,0,1.212,2.316
1423,1.611,1.571,0.439,0.479,0,1.212,2.389
1424,1.611,1.571,0.439,0.479,0,1.212,2.243
1425,1.611,1.571,0.439,0.479,0,1.212,2.243
1426,1.611,1.571,0.439,0.479,0,1.212,2.389
1427,1.63,1.571,0.42,0.479,0,1.212,2.316
1428,1.63,1.571,0.42,0.479,0,1.212,2.389
1429,1.63,1.571,0.42,0.479,0,1.212,2.242
1430,1.63,1.571,0.42,0.479,0,1.212,2.389
1431,1.63,1.552,0.42,0.498,0,1.212,2.242
1432,1.63,1.552,0.42,0.498,0,1.212,2.242
1433,1.63,1.552,0.42,0.498,0,1.212,2.388
1434,1.63,1.552,0.42,0.498,0,1.212,2.242
1435,1.63,1.552,0.42,0.498,0,1.212,2.364
1436,1.63,1.552,0.42,0.498,0,1.212,2.243
1437,1.63,1.552,0.42,0.498,0,1.212,2.389
1438,1.611,1.552,0.439,0.498,0,1.212,2.243
1439,1.63,1.552,0.42,0.498,0,1.212,2.243
1440,1.611,1.552,0.439,0.498,0,1.212,2.316
1441,1.611,1.552,0.439,0.498,0,1.212,2.242
1442,1.611,1.552,0.439,0.498,0,1.212,2.389
1443,1.611,1.552,0.439,0.498,0,1.212,2.242
1444,1.611,1.552,0.439,0.498,0,1.212,2.243
1445,1.611,1.552,0.439,0.498,0,1.212,2.243
1446,1.592,1.552,0.458,0.498,0,1.212,2.242
1447,1.592,1.552,0.458,0.498,0,1.212,2.389
1448,1.592,1.571,0.458,0.479,0,1.212,2.242
1449,1.592,1.552,0.458,0.498,0,1.212,2.389
1450,1.592,1.552,0.458,0.498,0,1.212,2.243
1451,1.592,1.552,0.458,0.498,0,1.212,2.242
1452,1.592,1.552,0.458,0.498,0,1.212,2.242
1453,1.592,1.552,0.458,0.498,0,1.212,2.243
1454,1.592,1.552,0.458,0.498,0,1.212,2.389
1455,1.592,1.552,0.458,0.498,0,1.212,2.243
1456,1.592,1.552,0.458,0.498,0,1.212,2.389
1457,1.592,1.552,0.458,0.498,0,1.212,2.243
1458,1.592,1.552,0.458,0.498,0,1.212,2.242
1459,1.592,1.552,0.458,0.498,0,1.212,2.242
1460,1.592,1.552,0.458,0.498,0,1.212,2.242
1461,1.592,1.552,0.458,0.498,0,1.212,2.389
1462,1.592,1.552,0.458,0.498,0,1.212,2.243
1463,1.592,1.552,0.458,0.498,0,1.212,2.389
1464,1.592,1.552,0.458,0.498,0,1.212,2.243
1465,1.592,1.552,0.458,0.498,0,1.212,2.388
1466,1.592,1.552,0.458,0.498,0,1.212,2.242
1467,1.592,1.552,0.458,0.498,0,1.212,2.242
1468,1.592,1.552,0.458,0.498,0,1.212,2.389
1469,1.592,1.552,0.458,0.498,0,1.212,2.242
1470,1.592,1.552,0.458,0.498,0,1.212,2.388
1471,1.592,1.533,0.458,0.517,0,1.212,2.242
1472,1.592,1.552,0.458,0.498,0,1.212,2.389
1473,1.592,1.552,0.458,0.498,0,1.212,2.243
1474,1.592,1.552,0.458,0.498,0,1.212,2.243
1475,1.592,1.552,0.458,0.498,0,1.212,2.389
1476,1.592,1.552,0.458,0.498,0,1.212,2.243
1477,1.592,1.552,0.458,0.498,0,1.212,2.389
1478,1.592,1.552,0.458,0.498,0,1.212,2.243
1479,1.592,1.552,0.458,0.498,0,1.212,2.389
1480,1.592,1.552,0.458,0.498,0,1.212,2.243
1481,1.592,1.552,0.458,0.498,0,1.212,2.243
1482,1.592,1.552,0.458,0.498,0,1.212,2.389
1483,1.592,1.552,0.458,0.498,0,1.212,2.242
1484,1.592,1.533,0.458,0.517,0,1.212,2.388
1485,1.592,1.533,0.458,0.517,0,1.212,2.242
1486,1.592,1.533,0.458,0.517,0,1.212,2.243
1487,1.592,1.533,0.458,0.517,0,1.212,2.243
1488,1.592,1.533,0.458,0.517,0,1.212,2.242
1489,1.592,1.533,0.458,0.517,0,1.212,2.375
1490,1.592,1.533,0.458,0.517,0,1.212,2.242
1491,1.592,1.533,0.458,0.517,0,1.212,2.388
1492,1.592,1.533,0.458,0.517,0,1.212,2.242
1493,1.592,1.533,0.458,0.517,0,1.212,2.243
1494,1.592,1.533,0.458,0.517,0,1.212,2.243
1495,1.592,1.533,0.458,0.517,0,1.212,2.242
1496,1.592,1.533,0.458,0.517,0,1.212,2.388
1497,1.592,1.533,0.458,0.517,0,1.212,2.242
1498,1.592,1.533,0.458,0.517,0,1.212,2.388
1499,1.592,1.533,0.458,0.517,0,1.212,2.242
1500,1.592,1.533,0.458,0.517,0,1.212,2.243
1501,1.592,1.533,0.458,0.517,0,1.212,2.243
1502,1.611,1.552,0.439,0.498,0,1.212,2.243
1503,1.611,1.552,0.439,0.498,0,1.212,2.389
1504,1.611,1.552,0.439,0.498,0,1.212,2.243
1505,1.592,1.552,0.458,0.498,0,1.212,2.389
1506,1.592,1.552,0.458,0.498,0,1.212,2.242
1507,1.592,1.552,0.458,0.498,0,1.212,2.243
1508,1.604,1.552,0.446,0.498,0,1.212,2.243
1509,1.611,1.552,0.439,0.498,0,1.212,2.243
1510,1.611,1.552,0.439,0.498,0,1.212,2.389
1511,1.611,1.552,0.439,0.498,0,1.212,2.243
1512,1.611,1.552,0.439,0.498,0,1.212,2.389
1513,1.611,1.552,0.439,0.498,0,1.212,2.242
1514,1.611,1.552,0.439,0.498,0,1.212,2.243
1515,1.611,1.552,0.439,0.498,0,1.212,2.389
1516,1.611,1.552,0.439,0.498,0,1.212,2.242
1517,1.611,1.552,0.439,0.498,0,1.212,2.389
1518,1.611,1.552,0.439,0.498,0,1.212,2.242
1519,1.611,1.552,0.439,0.498,0,1.212,2.389
1520,1.611,1.552,0.439,0.498,0,1.212,2.316
1521,1.611,1.552,0.439,0.498,0,1.212,2.243
1522,1.611,1.552,0.439,0.498,0,1.212,2.389
1523,1.63,1.552,0.42,0.498,0,1.212,2.242
1524,1.63,1.552,0.42,0.498,0,1.212,2.389
1525,1.63,1.552,0.42,0.498,0,1.212,2.254
1526,1.63,1.552,0.42,0.498,0,1.212,2.389
1527,1.611,1.552,0.439,0.498,0,1.212,2.243
1528,1.63,1.552,0.42,0.498,0,1.212,2.244
1529,1.63,1.552,0.42,0.498,0,1.212,2.389
1530,1.611,1.552,0.439,0.498,0,1.212,2.246
1531,1.63,1.552,0.42,0.498,0,1.212,2.389
1532,1.63,1.552,0.42,0.498,0,1.212,2.243
1533,1.63,1.552,0.42,0.498,0,1.212,2.243
1534,1.63,1.552,0.42,0.498,0,1.212,2.243
1535,1.63,1.552,0.42,0.498,0,1.211,2.243
1536,1.63,1.552,0.42,0.498,0,1.212,2.389
1537,1.649,1.552,0.401,0.498,0,1.212,2.243
1538,1.649,1.552,0.401,0.498,0,1.212,2.389
1539,1.649,1.552,0.401,0.498,0,1.212,2.242
1540,1.63,1.552,0.42,0.498,0,1.212,2.242
1541,1.63,1.552,0.42,0.498,0,1.212,2.243
1542,1.619,1.552,0.431,0.498,0,1.212,2.243
1543,1.668,1.552,0.382,0.498,0,1.212,2.316
1544,1.668,1.552,0.382,0.498,0,1.212,2.243
1545,1.668,1.552,0.382,0.498,0,1.212,2.389
1546,1.668,1.552,0.382,0.498,0,1.212,2.243
1547,1.668,1.552,0.382,0.498,0,1.212,2.243
1548,1.668,1.552,0.382,0.498,0,1.212,2.343
1549,1.668,1.552,0.382,0.498,0,1.212,2.242
1550,1.668,1.552,0.382,0.498,0,1.212,2.389
1551,1.668,1.552,0.382,0.498,0,1.212,2.243
1552,1.668,1.552,0.382,0.498,0,1.212,2.389
1553,1.687,1.552,0.363,0.498,0,1.212,2.243
1554,1.687,1.552,0.363,0.498,0,1.212,2.242
1555,1.687,1.571,0.363,0.479,0,1.212,2.389
1556,1.687,1.571,0.363,0.479,0,1.212,2.316
1557,1.687,1.571,0.363,0.479,0,1.212,2.389
1558,1.687,1.571,0.363,0.479,0,1.212,2.243
1559,1.687,1.571,0.363,0.479,0,1.212,2.242
1560,1.687,1.571,0.363,0.479,0,1.212,2.243
1561,1.687,1.571,0.363,0.479,0,1.212,2.243
1562,1.687,1.552,0.363,0.498,0,1.212,2.389
1563,1.687,1.552,0.363,0.498,0,1.212,2.243
1564,1.687,1.552,0.363,0.498,0,1.212,2.316
1565,1.687,1.552,0.363,0.498,0,1.212,2.243
1566,1.687,1.552,0.363,0.498,0,1.212,2.243
1567,1.687,1.552,0.363,0.498,0,1.212,2.389
1568,1.687,1.552,0.363,0.498,0,1.212,2.243
1569,1.668,1.552,0.382,0.498,0,1.212,2.316
1570,1.668,1.552,0.382,0.498,0,1.212,2.243
1571,1.687,1.552,0.363,0.498,0,1.212,2.388
1572,1.687,1.552,0.363,0.498,0,1.212,2.243
1573,1.687,1.552,0.363,0.498,0,1.212,2.243
1574,1.687,1.552,0.363,0.498,0,1.212,2.326
1575,1.687,1.552,0.363,0.498,0,1.212,2.242
1576,1.687,1.552,0.363,0.498,0,1.212,2.388
1577,1.687,1.552,0.363,0.498,0,1.212,2.316
1578,1.687,1.552,0.363,0.498,0,1.212,2.242
1579,1.668,1.552,0.382,0.498,0,1.212,2.242
1580,1.687,1.552,0.363,0.498,0,1.212,2.242
1581,1.687,1.552,0.363,0.498,0,1.212,2.389
1582,1.687,1.552,0.363,0.498,0,1.212,2.316
1583,1.687,1.552,0.363,0.498,0,1.212,2.389
1584,1.687,1.552,0.363,0.498,0,1.212,2.242
1585,1.687,1.552,0.363,0.498,0,1.212,2.242
1586,1.687,1.552,0.363,0.498,0,1.212,2.388
1587,1.706,1.552,0.344,0.498,0,1.212,2.316
1588,1.706,1.571,0.344,0.479,0,1.212,2.389
1589,1.706,1.571,0.344,0.479,0,1.212,2.243
1590,1.706,1.571,0.344,0.479,0,1.212,2.316
1591,1.706,1.552,0.344,0.498,0,1.212,2.243
1592,1.706,1.552,0.344,0.498,0,1.212,2.243
1593,1.706,1.552,0.344,0.498,0,1.212,2.389
1594,1.706,1.571,0.344,0.479,0,1.212,2.243
1595,1.706,1.559,0.344,0.491,0,1.212,2.316
1596,1.706,1.571,0.344,0.479,0,1.212,2.243
1597,1.706,1.571,0.344,0.479,0,1.212,2.243
1598,1.706,1.571,0.344,0.479,0,1.212,2.243
1599,1.706,1.571,0.344,0.479,0,1.212,2.243
1600,1.706,1.571,0.344,0.479,0,1.212,2.316
1601,1.706,1.571,0.344,0.479,0,1.212,2.243
1602,1.706,1.571,0.344,0.479,0,1.212,2.388
1603,1.706,1.571,0.344,0.479,0,1.212,2.316
1604,1.706,1.571,0.344,0.479,0,1.212,2.243
1605,1.706,1.571,0.344,0.479,0,1.212,2.242
1606,1.706,1.571,0.344,0.479,0,1.212,2.242
1607,1.706,1.571,0.344,0.479,0,1.212,2.388
1608,1.706,1.571,0.344,0.479,0,1.212,2.316
1609,1.706,1.571,0.344,0.479,0,1.212,2.389
1610,1.706,1.59,0.344,0.46,0,1.212,2.243
1611,1.706,1.59,0.344,0.46,0,1.211,2.243
1612,1.706,1.59,0.344,0.46,0,1.212,2.389
1613,1.706,1.59,0.344,0.46,0,1.212,2.316
1614,1.706,1.59,0.344,0.46,0,1.212,2.389
1615,1.706,1.59,0.344,0.46,0,1.212,2.243
1616,1.706,1.59,0.344,0.46,0,1.212,2.316
1617,1.687,1.59,0.363,0.46,0,1.212,2.243
1618,1.687,1.571,0.363,0.479,0,1.212,2.243
1619,1.687,1.571,0.363,0.479,0,1.212,2.389
1620,1.687,1.571,0.363,0.479,0,1.212,2.242
1621,1.687,1.571,0.363,0.479,0,1.212,2.316
1622,1.687,1.571,0.363,0.479,0,1.212,2.243
1623,1.687,1.571,0.363,0.479,0,1.212,2.243
1624,1.687,1.571,0.363,0.479,0,1.212,2.243
1625,1.687,1.571,0.363,0.479,0,1.212,2.243
1626,1.687,1.571,0.363,0.479,0,1.212,2.353
1627,1.687,1.571,0.363,0.479,0,1.212,2.242
1628,1.687,1.571,0.363,0.479,0,1.212,2.388
1629,1.687,1.571,0.363,0.479,0,1.212,2.315
1630,1.687,1.571,0.363,0.479,0,1.212,2.242
1631,1.687,1.571,0.363,0.479,0,1.212,2.243
1632,1.687,1.571,0.363,0.479,0,1.212,2.243
1633,1.687,1.571,0.363,0.479,0,1.212,2.389
1634,1.687,1.571,0.363,0.479,0,1.212,2.316
1635,1.687,1.571,0.363,0.479,0,1.212,2.389
1636,1.687,1.571,0.363,0.479,0,1.212,2.242
1637,1.687,1.571,0.363,0.479,0,1.212,2.242
1638,1.706,1.59,0.344,0.46,0,1.212,2.389
1639,1.706,1.59,0.344,0.46,0,2.093,1.208
1640,1.706,1.59,0.344,0.46,0,2.093,0.027
1641,1.706,1.59,0.344,0.46,0,2.093,0.027
1642,1.706,1.59,0.344,0.46,0,2.093,0.027
1643,1.706,1.59,0.344,0.46,0,2.093,0.027
1644,1.706,1.59,0.344,0.46,0,2.093,0.027
1645,1.706,1.59,0.344,0.46,0,2.093,0.027
1646,1.687,1.59,0.363,0.46,0,2.093,0.027
1647,1.687,1.59,0.363,0.46,0,2.092,0.027
1648,1.687,1.59,0.363,0.46,0,2.092,0.027
1649,1.687,1.59,0.363,0.46,0,2.092,0.027
1650,1.687,1.59,0.363,0.46,0,2.092,0.027
1651,1.706,1.609,0.344,0.441,0,2.092,0.027
1652,1.706,1.609,0.344,0.441,0,2.092,0.027
1653,1.725,1.609,0.325,0.441,0,2.092,0.027
1654,1.725,1.609,0.325,0.441,0,2.092,0.027
1655,1.706,1.609,0.344,0.441,0,2.092,0.027
1656,1.706,1.609,0.344,0.441,0,2.092,0.027
1657,1.706,1.609,0.344,0.441,0,2.092,0.027
1658,1.706,1.609,0.344,0.441,0,2.092,0.027
1659,1.706,1.609,0.344,0.441,0,2.092,0.027
1660,1.706,1.609,0.344,0.441,0,2.092,0.027
1661,1.706,1.609,0.344,0.441,0,2.092,0.026
1662,1.706,1.609,0.344,0.441,0,1.481,0.027
1663,1.706,1.609,0.344,0.441,0,0.616,0.028
1664,1.706,1.59,0.344,0.46,0,0.616,2.243
1665,1.706,1.59,0.344,0.46,0,0.616,2.316
1666,1.687,1.59,0.363,0.46,0,0.616,2.243
1667,1.687,1.59,0.363,0.46,0,0.616,2.242
1668,1.687,1.59,0.363,0.46,0,0.617,2.242
1669,1.687,1.59,0.363,0.46,0,0.617,2.098
1670,1.687,1.59,0.363,0.46,0,0.617,2.097
1671,1.687,1.59,0.363,0.46,0,0.616,2.098
1672,1.687,1.59,0.363,0.46,0,0.617,2.098
1673,1.687,1.59,0.363,0.46,0,0.617,2.098
1674,1.687,1.59,0.363,0.46,0,0.616,2.098
1675,1.687,1.59,0.363,0.46,0,0.616,2.098
1676,1.687,1.59,0.363,0.46,0,0.617,2.243
1677,1.687,1.59,0.363,0.46,0,0.617,2.098
1678,1.687,1.59,0.363,0.46,0,0.616,2.098
1679,1.687,1.609,0.363,0.441,0,0.617,2.098
1680,1.687,1.609,0.363,0.441,0,0.616,2.098
1681,1.687,1.609,0.363,0.441,0,0.617,2.243
1682,1.687,1.609,0.363,0.441,0,0.617,2.097
1683,1.687,1.609,0.363,0.441,0,0.616,2.098
1684,1.687,1.609,0.363,0.441,0,0.615,2.098
1685,1.687,1.609,0.363,0.441,0,0.617,2.243
1686,1.668,1.609,0.382,0.441,0,0.617,2.082
1687,1.668,1.609,0.382,0.441,0,0.617,1.952
1688,1.668,1.609,0.382,0.441,0,0.617,1.951
1689,1.668,1.609,0.382,0.441,0,0.617,2.098
1690,1.668,1.609,0.382,0.441,0,0.617,1.952
1691,1.668,1.609,0.382,0.441,0,0.616,1.952
1692,1.687,1.609,0.363,0.441,0,0.617,1.951
1693,1.687,1.609,0.363,0.441,0,0.617,1.952
1694,1.687,1.609,0.363,0.441,0,0.616,1.953
1695,1.687,1.609,0.363,0.441,0,0.617,1.953
1696,1.687,1.609,0.363,0.441,0,0.616,2.025
1697,1.687,1.609,0.363,0.441,0,0.615,1.952
1698,1.687,1.609,0.363,0.441,0,0.616,1.952
1699,1.706,1.609,0.344,0.441,0,0.617,1.952
1700,1.725,1.628,0.325,0.422,0,0.617,2.098
1701,1.725,1.628,0.325,0.422,0,0.616,1.952
1702,1.725,1.609,0.325,0.441,0,0.616,1.952
1703,1.725,1.628,0.325,0.422,0,0.617,2.098
1704,1.725,1.609,0.325,0.441,0,0.617,1.952
1705,1.725,1.609,0.325,0.441,0,0.617,1.952
1706,1.725,1.609,0.325,0.441,0,0.616,1.808
1707,1.725,1.609,0.325,0.441,0,0.617,1.952
1708,1.744,1.628,0.306,0.422,0,0.617,1.808
1709,1.744,1.628,0.306,0.422,0,0.617,1.952
1710,1.744,1.628,0.306,0.422,0,0.617,1.808
1711,1.725,1.628,0.325,0.422,0,0.617,1.952
1712,1.725,1.628,0.325,0.422,0,0.617,1.808
1713,1.725,1.628,0.325,0.422,0,0.617,1.808
1714,1.725,1.628,0.325,0.422,0,0.616,1.916
1715,1.744,1.647,0.306,0.403,0,0.615,1.807
1716,1.744,1.647,0.306,0.403,0,0.617,1.807
1717,1.744,1.647,0.306,0.403,0,0.616,1.808
1718,1.725,1.647,0.325,0.403,0,0.615,1.664
1719,1.725,1.647,0.325,0.403,0,0.617,1.664
1720,1.725,1.647,0.325,0.403,0,0.615,1.663
1721,1.725,1.647,0.325,0.403,0,0.616,1.519
1722,1.725,1.647,0.325,0.403,0,0.617,1.664
1723,1.725,1.647,0.325,0.403,0,0.617,1.521
1724,1.725,1.647,0.325,0.403,0,0.617,1.521
1725,1.725,1.647,0.325,0.403,0,0.617,1.52
1726,1.725,1.647,0.325,0.403,0,0.617,1.52
1727,1.725,1.647,0.325,0.403,0,0.616,1.52
1728,1.725,1.647,0.325,0.403,0,0.617,1.375
1729,1.725,1.628,0.325,0.422,0,0.616,1.519
1730,1.725,1.628,0.325,0.422,0,0.617,1.374
1731,1.725,1.647,0.325,0.403,0,0.616,1.521
1732,1.725,1.647,0.325,0.403,0,0.617,1.227
1733,1.725,1.628,0.325,0.422,0,0.616,1.372
1734,1.725,1.628,0.325,0.422,0,0.617,1.375
1735,1.725,1.628,0.325,0.422,0,0.617,1.374
1736,1.725,1.628,0.325,0.422,0,0.616,1.228
1737,1.744,1.647,0.306,0.403,0,0.617,1.226
1738,1.725,1.647,0.325,0.403,0,0.617,1.226
1739,1.744,1.647,0.306,0.403,0,0.617,1.226
1740,1.744,1.647,0.306,0.403,0,0.618,1.228
1741,1.744,1.647,0.306,0.403,0,0.616,1.227
1742,1.744,1.647,0.306,0.403,0,0.617,1.213
1743,1.744,1.628,0.306,0.422,0,0.615,1.078
1744,1.744,1.647,0.306,0.403,0,0.618,1.228
1745,1.763,1.647,0.287,0.403,0,0.617,1.082
1746,1.782,1.665,0.268,0.385,0,0.615,1.226
1747,1.801,1.666,0.249,0.384,0,0.616,1.079
1748,1.802,1.666,0.248,0.384,0,0.615,1.079
1749,1.802,1.685,0.248,0.365,0,0.617,1.079
1750,1.782,1.685,0.268,0.365,0,0.615,1.078
1751,1.782,1.685,0.268,0.365,0,0.617,1.081
1752,1.782,1.685,0.268,0.365,0,0.618,1.08
1753,1.782,1.685,0.268,0.365,0,0.618,1.083
1754,1.782,1.685,0.268,0.365,0,0.618,1.079
1755,1.782,1.685,0.268,0.365,0,0.616,0.932
1756,1.782,1.685,0.268,0.365,0,0.615,1.078
1757,1.782,1.703,0.268,0.347,0,0.617,1.084
1758,1.802,1.685,0.248,0.365,0,0.617,0.932
1759,1.821,1.685,0.229,0.365,0,0.616,1.078
1760,1.821,1.685,0.229,0.365,0,0.618,0.931
1761,1.802,1.703,0.248,0.347,0,0.615,0.932
1762,1.821,1.703,0.229,0.347,0,0.618,0.93
1763,1.821,1.703,0.229,0.347,0,0.618,0.933
1764,1.802,1.703,0.248,0.347,0,0.615,0.932
1765,1.802,1.703,0.248,0.347,0,0.615,0.93
1766,1.802,1.703,0.248,0.347,0,0.617,0.781
1767,1.802,1.703,0.248,0.347,0,0.62,0.783
1768,1.802,1.703,0.248,0.347,0,0.618,0.935
1769,1.802,1.703,0.248,0.347,0,0.618,0.934
1770,1.821,1.723,0.229,0.327,0,0.62,0.783
1771,1.821,1.723,0.229,0.327,0,0.618,0.931
1772,1.821,1.723,0.229,0.327,0,0.615,0.782
1773,1.821,1.742,0.229,0.308,0,1.354,0.93
1774,1.821,1.742,0.229,0.308,0,2.093,0.027
1775,1.802,1.742,0.248,0.308,0,2.093,0.027
1776,1.802,1.742,0.248,0.308,0,2.093,0.027
1777,1.802,1.742,0.248,0.308,0,2.093,0.027
1778,1.802,1.742,0.248,0.308,0,2.093,0.027
1779,1.802,1.742,0.248,0.308,0,2.093,0.027
1780,1.802,1.723,0.248,0.327,0,2.093,0.027
1781,1.802,1.723,0.248,0.327,0,2.093,0.027
1782,1.782,1.723,0.268,0.327,0,2.093,0.027
1783,1.802,1.742,0.248,0.308,0,2.093,0.027
1784,1.802,1.742,0.248,0.308,0,2.093,0.027
1785,1.802,1.742,0.248,0.308,0,2.093,0.027
1786,1.802,1.742,0.248,0.308,0,2.093,0.027
1787,1.802,1.761,0.248,0.289,0,2.093,0.027
1788,1.802,1.761,0.248,0.289,0,2.092,0.027
1789,1.802,1.78,0.248,0.27,0,2.092,0.027
1790,1.821,1.78,0.229,0.27,0,2.092,0.027
1791,1.821,1.799,0.229,0.251,0,2.092,0.027
1792,1.839,1.817,0.211,0.233,0,2.093,0.027
1793,1.897,1.855,0.153,0.195,0,2.093,0.027
1794,1.897,1.855,0.153,0.195,0,2.093,0.027
1795,1.896,1.855,0.154,0.195,0,2.093,0.027
1796,1.897,1.836,0.153,0.214,0,2.093,0.027
1797,1.896,1.836,0.154,0.214,0,2.093,0.027
1798,1.897,1.836,0.153,0.214,0,2.093,0.026
1799,1.897,1.836,0.153,0.214,0,1.504,0.026
1800,1.897,1.836,0.153,0.214,0,1.504,0.301
1801,1.897,1.836,0.153,0.214,0,1.505,0.335
1802,1.897,1.817,0.153,0.233,0,1.506,0.334
1803,1.896,1.817,0.154,0.233,0,1.504,0.332
1804,1.896,1.817,0.154,0.233,0,1.506,0.336
1805,1.877,1.817,0.173,0.233,0,1.507,0.482
1806,1.877,1.817,0.173,0.233,0,1.505,0.336
1807,1.877,1.817,0.173,0.233,0,1.506,0.481
1808,1.877,1.817,0.173,0.233,0,1.507,0.409
1809,1.877,1.817,0.173,0.233,0,1.505,0.488
1810,1.877,1.799,0.173,0.251,0,1.504,0.484
1811,1.877,1.799,0.173,0.251,0,1.504,0.332
1812,1.877,1.799,0.173,0.251,0,1.504,0.482
1813,1.858,1.799,0.192,0.251,0,1.504,0.483
