Time,Right Hand,Left Hand,Right,Left,Zero,Phase,Frequency
1814,1.858,1.799,0.192,0.251,0,1.504,0.488
1815,1.877,1.799,0.173,0.251,0,1.507,0.484
1816,1.877,1.799,0.173,0.251,0,1.504,0.482
1817,1.877,1.799,0.173,0.251,0,1.506,0.487
1818,1.877,1.799,0.173,0.251,0,1.504,0.484
1819,1.858,1.799,0.192,0.251,0,1.509,0.635
1820,1.858,1.799,0.192,0.251,0,1.505,0.635
1821,1.858,1.799,0.192,0.251,0,1.504,0.562
1822,1.858,1.78,0.192,0.27,0,1.504,0.637
1823,1.858,1.78,0.192,0.27,0,1.508,0.635
1824,1.858,1.78,0.192,0.27,0,1.507,0.635
1825,1.839,1.78,0.211,0.27,0,1.507,0.781
1826,1.858,1.78,0.192,0.27,0,1.507,0.672
1827,1.839,1.78,0.211,0.27,0,1.505,0.784
1828,1.839,1.78,0.211,0.27,0,1.505,0.636
1829,1.839,1.78,0.211,0.27,0,1.509,0.783
1830,1.839,1.78,0.211,0.27,0,1.505,0.781
1831,1.839,1.78,0.211,0.27,0,1.509,0.888
1832,1.839,1.78,0.211,0.27,0,1.505,0.781
1833,1.839,1.78,0.211,0.27,0,1.504,0.785
1834,1.839,1.78,0.211,0.27,0,1.507,0.93
1835,1.839,1.78,0.211,0.27,0,1.505,0.781
1836,1.839,1.78,0.211,0.27,0,1.504,0.932
1837,1.839,1.78,0.211,0.27,0,1.505,0.786
1838,1.839,1.78,0.211,0.27,0,1.506,0.935
1839,1.839,1.78,0.211,0.27,0,1.505,0.861
1840,1.821,1.78,0.229,0.27,0,1.504,0.933
1841,1.839,1.78,0.211,0.27,0,1.504,0.935
1842,1.821,1.78,0.229,0.27,0,1.504,0.933
1843,1.821,1.78,0.229,0.27,0,1.505,0.781
1844,1.821,1.78,0.229,0.27,0,1.509,0.872
1845,1.821,1.761,0.229,0.289,0,1.504,0.932
1846,1.821,1.78,0.229,0.27,0,1.507,0.93
1847,1.821,1.761,0.229,0.289,0,1.506,0.933
1848,1.821,1.761,0.229,0.289,0,1.504,0.93
1849,1.821,1.761,0.229,0.289,0,1.505,1.081
1850,1.821,1.761,0.229,0.289,0,1.505,0.932
1851,1.821,1.761,0.229,0.289,0,1.505,1.079
1852,1.821,1.761,0.229,0.289,0,1.507,1.003
1853,1.802,1.761,0.248,0.289,0,1.507,1.079
1854,1.802,1.761,0.248,0.289,0,1.504,0.931
1855,1.802,1.761,0.248,0.289,0,1.505,1.005
1856,1.802,1.761,0.248,0.289,0,1.506,1.081
1857,1.802,1.761,0.248,0.289,0,1.507,1.082
1858,1.802,1.761,0.248,0.289,0,1.509,1.083
1859,1.802,1.742,0.248,0.308,0,1.506,1.083
1860,1.802,1.761,0.248,0.289,0,1.505,1.082
1861,1.801,1.761,0.249,0.289,0,1.509,1.228
1862,1.802,1.761,0.248,0.289,0,1.505,1.078
1863,1.802,1.742,0.248,0.308,0,1.505,1.08
1864,1.782,1.742,0.268,0.308,0,1.505,1.081
1865,1.782,1.742,0.268,0.308,0,1.507,1.079
1866,1.782,1.742,0.268,0.308,0,1.505,1.227
1867,1.782,1.742,0.268,0.308,0,1.505,1.081
1868,1.802,1.742,0.248,0.308,0,1.507,1.079
1869,1.782,1.742,0.268,0.308,0,1.504,1.227
1870,1.782,1.742,0.268,0.308,0,1.506,1.226
1871,1.782,1.742,0.268,0.308,0,1.506,1.228
1872,1.782,1.742,0.268,0.308,0,1.505,1.227
1873,1.782,1.742,0.268,0.308,0,1.505,1.301
1874,1.782,1.742,0.268,0.308,0,1.506,1.372
1875,1.782,1.742,0.268,0.308,0,1.505,1.228
1876,1.782,1.742,0.268,0.308,0,1.507,1.226
1877,1.782,1.742,0.268,0.308,0,1.504,1.374
1878,1.782,1.723,0.268,0.327,0,1.505,1.52
1879,1.782,1.742,0.268,0.308,0,1.505,1.372
1880,1.782,1.742,0.268,0.308,0,1.505,1.372
1881,1.782,1.742,0.268,0.308,0,1.504,1.448
1882,1.763,1.723,0.287,0.327,0,1.504,1.52
1883,1.763,1.723,0.287,0.327,0,1.504,1.521
1884,1.763,1.723,0.287,0.327,0,1.507,1.52
1885,1.763,1.723,0.287,0.327,0,1.505,1.52
1886,1.763,1.723,0.287,0.327,0,1.505,1.521
1887,1.763,1.723,0.287,0.327,0,1.505,1.662
1888,1.763,1.722,0.287,0.328,0,1.505,1.52
1889,1.763,1.723,0.287,0.327,0,1.505,1.591
1890,1.763,1.723,0.287,0.327,0,1.504,1.664
1891,1.763,1.723,0.287,0.327,0,1.505,1.792
1892,1.763,1.723,0.287,0.327,0,1.505,1.662
1893,1.763,1.723,0.287,0.327,0,1.505,1.808
1894,1.763,1.723,0.287,0.327,0,1.505,1.88
1895,1.782,1.742,0.268,0.308,0,1.505,1.808
1896,1.783,1.742,0.267,0.308,0,1.505,1.952
1897,1.782,1.742,0.268,0.308,0,1.505,1.952
1898,1.782,1.723,0.268,0.327,0,1.505,2.098
1899,1.782,1.742,0.268,0.308,0,1.505,2.012
1900,1.782,1.723,0.268,0.327,0,1.505,2.098
1901,1.783,1.723,0.267,0.327,0,1.505,2.097
1902,1.802,1.723,0.248,0.327,0,1.505,2.171
1903,1.877,1.742,0.173,0.308,0,1.505,2.243
1904,1.897,1.742,0.153,0.308,0,1.505,2.357
1905,1.782,1.742,0.268,0.308,0,1.505,2.242
1906,1.802,1.742,0.248,0.308,0,1.505,2.389
1907,1.782,1.742,0.268,0.308,0,1.505,2.316
1908,1.782,1.742,0.268,0.308,0,1.505,2.243
1909,1.802,1.742,0.248,0.308,0,1.506,2.388
1910,1.782,1.742,0.268,0.308,0,1.505,2.316
1911,1.782,1.742,0.268,0.308,0,1.505,2.389
1912,1.782,1.723,0.268,0.327,0,1.505,2.315
1913,1.763,1.723,0.287,0.327,0,1.505,2.389
1914,1.783,1.723,0.267,0.327,0,1.505,2.243
1915,1.763,1.723,0.287,0.327,0,1.505,2.243
1916,1.763,1.723,0.287,0.327,0,1.505,2.388
1917,1.763,1.723,0.287,0.327,0,1.505,2.286
1918,1.763,1.722,0.287,0.328,0,1.505,2.389
1919,1.763,1.723,0.287,0.327,0,1.505,2.243
1920,1.763,1.723,0.287,0.327,0,1.505,2.316
1921,1.763,1.723,0.287,0.327,0,1.505,2.244
1922,1.763,1.723,0.287,0.327,0,1.505,2.243
1923,1.763,1.723,0.287,0.327,0,1.505,2.389
1924,1.782,1.742,0.268,0.308,0,1.505,2.243
1925,1.802,1.742,0.248,0.308,0,1.505,2.317
1926,1.801,1.742,0.249,0.308,0,1.504,2.243
1927,1.821,1.723,0.229,0.327,0,1.505,2.378
1928,1.839,1.723,0.211,0.327,0,1.505,2.244
1929,1.821,1.723,0.229,0.327,0,1.505,2.242
1930,1.802,1.723,0.248,0.327,0,1.505,2.315
1931,1.839,1.742,0.211,0.308,0,1.505,2.242
1932,1.839,1.742,0.211,0.308,0,1.505,2.381
1933,1.821,1.742,0.229,0.308,0,1.505,2.315
1934,1.821,1.742,0.229,0.308,0,1.505,2.389
1935,1.821,1.723,0.229,0.327,0,1.505,2.316
1936,1.821,1.723,0.229,0.327,0,1.505,2.243
1937,1.821,1.723,0.229,0.327,0,1.505,2.388
1938,1.821,1.742,0.229,0.308,0,1.505,2.315
1939,1.821,1.742,0.229,0.308,0,1.505,2.389
1940,1.821,1.742,0.229,0.308,0,1.505,2.316
1941,1.821,1.742,0.229,0.308,0,1.505,2.389
1942,1.821,1.723,0.229,0.327,0,1.505,2.242
1943,1.821,1.723,0.229,0.327,0,1.505,2.242
1944,1.821,1.723,0.229,0.327,0,1.505,2.389
1945,1.821,1.723,0.229,0.327,0,1.505,2.243
1946,1.821,1.723,0.229,0.327,0,1.505,2.316
1947,1.821,1.723,0.229,0.327,0,1.505,2.243
1948,1.821,1.723,0.229,0.327,0,1.505,2.316
1949,1.821,1.723,0.229,0.327,0,1.505,2.242
1950,1.821,1.723,0.229,0.327,0,1.505,2.243
1951,1.821,1.723,0.229,0.327,0,1.505,2.243
1952,1.821,1.723,0.229,0.327,0,1.505,2.242
1953,1.821,1.723,0.229,0.327,0,1.505,2.274
1954,1.821,1.723,0.229,0.327,0,1.505,2.316
1955,1.802,1.723,0.248,0.327,0,1.505,2.388
1956,1.801,1.723,0.249,0.327,0,1.505,2.315
1957,1.802,1.723,0.248,0.327,0,1.505,2.242
1958,1.821,1.723,0.229,0.327,0,1.505,2.242
1959,1.801,1.723,0.249,0.327,0,1.505,2.242
1960,1.802,1.723,0.248,0.327,0,1.505,2.389
1961,1.802,1.723,0.248,0.327,0,1.505,2.316
1962,1.802,1.723,0.248,0.327,0,1.504,2.389
1963,1.802,1.723,0.248,0.327,0,1.505,2.243
1964,1.801,1.723,0.249,0.327,0,1.505,2.243
1965,1.802,1.703,0.248,0.347,0,1.505,2.243
1966,1.801,1.703,0.249,0.347,0,1.505,2.243
1967,1.801,1.703,0.249,0.347,0,1.505,2.389
1968,1.802,1.703,0.248,0.347,0,1.505,2.242
1969,1.802,1.703,0.248,0.347,0,1.505,2.316
1970,1.801,1.703,0.249,0.347,0,1.505,2.243
1971,1.801,1.703,0.249,0.347,0,1.505,2.243
1972,1.802,1.703,0.248,0.347,0,1.505,2.316
1973,1.802,1.703,0.248,0.347,0,1.505,2.243
1974,1.801,1.703,0.249,0.347,0,1.505,2.317
1975,1.802,1.703,0.248,0.347,0,1.505,2.242
1976,1.782,1.703,0.268,0.347,0,1.505,2.388
1977,1.782,1.703,0.268,0.347,0,1.505,2.315
1978,1.782,1.703,0.268,0.347,0,1.505,2.242
1979,1.782,1.704,0.268,0.346,0,1.505,2.242
1980,1.782,1.703,0.268,0.347,0,1.505,2.242
1981,1.782,1.685,0.268,0.365,0,1.505,2.388
1982,1.782,1.685,0.268,0.365,0,1.505,2.316
1983,1.782,1.685,0.268,0.365,0,1.505,2.389
1984,1.782,1.684,0.268,0.366,0,1.505,2.316
1985,1.782,1.684,0.268,0.366,0,1.505,2.389
1986,1.782,1.684,0.268,0.366,0,1.505,2.243
1987,1.782,1.685,0.268,0.365,0,1.505,2.243
1988,1.782,1.685,0.268,0.365,0,1.505,2.389
1989,1.782,1.685,0.268,0.365,0,1.505,2.389
1990,1.763,1.685,0.287,0.365,0,1.504,2.316
1991,1.763,1.685,0.287,0.365,0,1.505,2.243
1992,1.763,1.684,0.287,0.366,0,1.505,2.316
1993,1.763,1.684,0.287,0.366,0,1.505,2.243
1994,1.763,1.665,0.287,0.385,0,1.505,2.243
1995,1.763,1.684,0.287,0.366,0,1.505,2.316
1996,1.782,1.685,0.268,0.365,0,1.505,2.242
1997,1.763,1.685,0.287,0.365,0,1.505,2.316
1998,1.763,1.685,0.287,0.365,0,1.505,2.243
1999,1.763,1.684,0.287,0.366,0,1.505,2.389
2000,1.763,1.684,0.287,0.366,0,1.505,2.316
2001,1.763,1.685,0.287,0.365,0,1.505,2.243
2002,1.782,1.684,0.268,0.366,0,1.505,2.242
2003,1.763,1.684,0.287,0.366,0,1.505,2.243
2004,1.782,1.684,0.268,0.366,0,1.505,2.389
2005,1.782,1.704,0.268,0.346,0,1.505,2.316
2006,1.782,1.704,0.268,0.346,0,1.505,2.389
2007,1.783,1.704,0.267,0.346,0,1.505,2.389
2008,1.782,1.703,0.268,0.347,0,1.505,2.243
2009,1.782,1.703,0.268,0.347,0,1.505,2.243
2010,1.782,1.684,0.268,0.366,0,1.505,2.243
2011,1.782,1.703,0.268,0.347,0,1.505,2.389
2012,1.782,1.685,0.268,0.365,0,1.505,2.389
2013,1.782,1.684,0.268,0.366,0,1.504,2.316
2014,1.782,1.685,0.268,0.365,0,1.504,2.243
2015,1.783,1.685,0.267,0.365,0,1.505,2.242
2016,1.782,1.685,0.268,0.365,0,1.505,2.243
2017,1.782,1.685,0.268,0.365,0,1.505,2.243
2018,1.782,1.703,0.268,0.347,0,1.505,2.315
2019,1.782,1.703,0.268,0.347,0,1.505,2.242
2020,1.782,1.703,0.268,0.347,0,1.505,2.242
2021,1.782,1.685,0.268,0.365,0,1.505,2.315
2022,1.782,1.685,0.268,0.365,0,1.505,2.388
2023,1.782,1.685,0.268,0.365,0,1.505,2.315
2024,1.802,1.685,0.248,0.365,0,1.505,2.242
2025,1.782,1.684,0.268,0.366,0,1.505,2.243
2026,1.782,1.684,0.268,0.366,0,1.505,2.316
2027,1.782,1.684,0.268,0.366,0,1.505,2.389
2028,1.801,1.685,0.249,0.365,0,1.505,2.316
2029,1.801,1.684,0.249,0.366,0,1.504,2.389
2030,1.782,1.685,0.268,0.365,0,1.505,2.343
2031,1.782,1.684,0.268,0.366,0,1.505,2.243
2032,1.782,1.684,0.268,0.366,0,1.505,2.242
2033,1.782,1.684,0.268,0.366,0,1.505,2.242
2034,1.782,1.685,0.268,0.365,0,1.505,2.316
2035,1.782,1.685,0.268,0.365,0,1.505,2.243
2036,1.783,1.685,0.267,0.365,0,1.505,2.316
2037,1.802,1.685,0.248,0.365,0,1.505,2.243
2038,1.802,1.703,0.248,0.347,0,1.505,2.243
2039,1.802,1.685,0.248,0.365,0,1.505,2.316
2040,1.802,1.703,0.248,0.347,0,1.505,2.243
2041,1.802,1.685,0.248,0.365,0,1.505,2.243
2042,1.802,1.685,0.248,0.365,0,1.505,2.316
2043,1.802,1.684,0.248,0.366,0,1.505,2.383
2044,1.802,1.685,0.248,0.365,0,1.505,2.315
2045,1.802,1.685,0.248,0.365,0,1.504,2.389
2046,1.802,1.703,0.248,0.347,0,1.505,2.389
2047,1.802,1.703,0.248,0.347,0,1.505,2.243
2048,1.802,1.685,0.248,0.365,0,1.505,2.242
2049,1.802,1.684,0.248,0.366,0,1.505,2.242
2050,1.802,1.685,0.248,0.365,0,1.505,2.389
2051,1.802,1.685,0.248,0.365,0,1.505,2.389
2052,1.802,1.685,0.248,0.365,0,1.505,2.316
2053,1.802,1.685,0.248,0.365,0,1.505,2.243
2054,1.802,1.703,0.248,0.347,0,1.505,2.242
2055,1.821,1.703,0.229,0.347,0,1.505,2.316
2056,1.821,1.723,0.229,0.327,0,1.505,2.243
2057,1.821,1.723,0.229,0.327,0,1.505,2.316
2058,1.821,1.703,0.229,0.347,0,1.504,2.243
2059,1.821,1.703,0.229,0.347,0,1.505,2.242
2060,1.821,1.703,0.229,0.347,0,1.505,2.316
2061,1.821,1.703,0.229,0.347,0,1.505,2.364
2062,1.802,1.703,0.248,0.347,0,1.505,2.315
2063,1.802,1.703,0.248,0.347,0,1.505,2.243
2064,1.802,1.703,0.248,0.347,0,1.505,2.243
2065,1.801,1.703,0.249,0.347,0,1.505,2.243
2066,1.802,1.703,0.248,0.347,0,1.505,2.388
2067,1.801,1.703,0.249,0.347,0,1.505,2.388
2068,1.802,1.703,0.248,0.347,0,1.505,2.316
2069,1.802,1.704,0.248,0.346,0,1.504,2.389
2070,1.802,1.703,0.248,0.347,0,1.505,2.316
2071,1.802,1.703,0.248,0.347,0,1.505,2.243
2072,1.802,1.703,0.248,0.347,0,1.799,2.242
2073,1.802,1.704,0.248,0.346,0,2.092,0.027
2074,1.802,1.703,0.248,0.347,0,2.092,0.027
2075,1.821,1.723,0.229,0.327,0,2.092,0.027
2076,1.821,1.723,0.229,0.327,0,2.092,0.027
2077,1.802,1.723,0.248,0.327,0,2.092,0.027
2078,1.802,1.703,0.248,0.347,0,2.092,0.027
2079,1.801,1.703,0.249,0.347,0,2.092,0.027
2080,1.802,1.703,0.248,0.347,0,2.092,0.027
2081,1.802,1.703,0.248,0.347,0,2.092,0.027
2082,1.801,1.703,0.249,0.347,0,2.092,0.027
2083,1.802,1.703,0.248,0.347,0,2.092,0.027
2084,1.802,1.704,0.248,0.346,0,2.092,0.027
2085,1.802,1.703,0.248,0.347,0,2.092,0.027
2086,1.782,1.704,0.268,0.346,0,2.092,0.027
2087,1.782,1.703,0.268,0.347,0,2.092,0.027
2088,1.782,1.703,0.268,0.347,0,2.092,0.027
2089,1.782,1.685,0.268,0.365,0,2.092,0.027
2090,1.782,1.703,0.268,0.347,0,2.092,0.027
2091,1.782,1.684,0.268,0.366,0,2.092,0.027
2092,1.782,1.685,0.268,0.365,0,2.092,0.027
2093,1.782,1.685,0.268,0.365,0,2.092,0.027
2094,1.782,1.685,0.268,0.365,0,2.092,0.027
2095,1.782,1.684,0.268,0.366,0,2.092,0.026
2096,1.782,1.685,0.268,0.365,0,2.092,0.028
2097,1.782,1.685,0.268,0.365,0,0.917,0.027
2098,1.782,1.684,0.268,0.366,0,0.917,2.389
2099,1.782,1.685,0.268,0.365,0,0.917,2.389
2100,1.782,1.685,0.268,0.365,0,0.917,2.39
2101,1.782,1.684,0.268,0.366,0,0.918,2.444
2102,1.763,1.666,0.287,0.384,0,0.916,2.39
2103,1.763,1.666,0.287,0.384,0,0.918,2.243
2104,1.763,1.666,0.287,0.384,0,0.918,2.316
2105,1.763,1.665,0.287,0.385,0,0.918,2.243
2106,1.763,1.665,0.287,0.385,0,0.917,2.243
2107,1.763,1.665,0.287,0.385,0,0.918,2.242
2108,1.763,1.665,0.287,0.385,0,0.918,2.242
2109,1.763,1.665,0.287,0.385,0,0.917,2.242
2110,1.763,1.666,0.287,0.384,0,0.918,2.243
2111,1.763,1.666,0.287,0.384,0,0.917,2.243
2112,1.763,1.685,0.287,0.365,0,0.917,2.243
2113,1.763,1.666,0.287,0.384,0,0.917,2.39
2114,1.763,1.666,0.287,0.384,0,0.918,2.243
2115,1.763,1.666,0.287,0.384,0,0.918,2.243
2116,1.763,1.665,0.287,0.385,0,0.917,2.316
2117,1.763,1.666,0.287,0.384,0,0.918,2.337
2118,1.763,1.666,0.287,0.384,0,0.917,2.243
2119,1.744,1.666,0.306,0.384,0,0.916,2.17
2120,1.763,1.685,0.287,0.365,0,0.918,2.099
2121,1.763,1.666,0.287,0.384,0,0.917,2.097
2122,1.763,1.666,0.287,0.384,0,0.918,2.17
2123,1.763,1.666,0.287,0.384,0,0.917,2.242
2124,1.763,1.685,0.287,0.365,0,0.916,2.097
2125,1.763,1.685,0.287,0.365,0,0.916,2.098
2126,1.763,1.685,0.287,0.365,0,0.916,2.098
2127,1.763,1.685,0.287,0.365,0,0.918,2.097
2128,1.763,1.685,0.287,0.365,0,0.918,2.097
2129,1.763,1.685,0.287,0.365,0,0.918,2.098
2130,1.782,1.685,0.268,0.365,0,0.918,2.098
2131,1.782,1.685,0.268,0.365,0,0.918,2.098
2132,1.782,1.685,0.268,0.365,0,0.918,2.098
2133,1.782,1.685,0.268,0.365,0,0.918,2.098
2134,1.782,1.685,0.268,0.365,0,0.917,2.243
2135,1.782,1.684,0.268,0.366,0,0.916,2.098
2136,1.782,1.685,0.268,0.365,0,0.916,2.098
2137,1.782,1.685,0.268,0.365,0,0.918,2.025
2138,1.782,1.685,0.268,0.365,0,0.918,1.952
2139,1.782,1.685,0.268,0.365,0,0.917,1.952
2140,1.782,1.685,0.268,0.365,0,0.916,2.025
2141,1.782,1.685,0.268,0.365,0,0.918,1.952
2142,1.782,1.685,0.268,0.365,0,0.917,1.952
2143,1.783,1.685,0.267,0.365,0,0.916,1.952
2144,1.782,1.685,0.268,0.365,0,0.918,1.952
2145,1.783,1.685,0.267,0.365,0,0.917,1.952
2146,1.783,1.685,0.267,0.365,0,0.916,1.951
2147,1.782,1.685,0.268,0.365,0,0.918,1.952
2148,1.783,1.685,0.267,0.365,0,0.916,1.88
2149,1.782,1.685,0.268,0.365,0,0.916,1.807
2150,1.782,1.685,0.268,0.365,0,0.918,1.88
2151,1.783,1.685,0.267,0.365,0,0.916,1.807
2152,1.783,1.704,0.267,0.346,0,0.918,1.662
2153,1.782,1.704,0.268,0.346,0,0.918,1.736
2154,1.783,1.703,0.267,0.347,0,0.918,1.663
2155,1.783,1.685,0.267,0.365,0,0.916,1.664
2156,1.763,1.685,0.287,0.365,0,0.919,1.664
2157,1.782,1.703,0.268,0.347,0,0.918,1.664
2158,1.782,1.703,0.268,0.347,0,0.916,1.592
2159,1.782,1.703,0.268,0.347,0,0.918,1.519
2160,1.782,1.685,0.268,0.365,0,0.917,1.52
2161,1.788,1.703,0.262,0.347,0,0.916,1.578
2162,1.802,1.703,0.248,0.347,0,0.916,1.374
2163,1.801,1.703,0.249,0.347,0,0.916,1.448
2164,1.802,1.703,0.248,0.347,0,0.918,1.52
2165,1.802,1.704,0.248,0.346,0,0.917,1.52
2166,1.802,1.703,0.248,0.347,0,0.918,1.375
2167,1.802,1.703,0.248,0.347,0,0.916,1.375
2168,1.802,1.703,0.248,0.347,0,0.918,1.375
2169,1.802,1.704,0.248,0.346,0,0.916,1.374
2170,1.802,1.703,0.248,0.347,0,0.916,1.373
2171,1.782,1.703,0.268,0.347,0,0.916,1.373
2172,1.782,1.703,0.268,0.347,0,0.916,1.375
2173,1.782,1.703,0.268,0.347,0,0.917,1.228
2174,1.802,1.703,0.248,0.347,0,0.918,1.375
2175,1.802,1.704,0.248,0.346,0,0.918,1.228
2176,1.802,1.703,0.248,0.347,0,0.916,1.227
2177,1.802,1.703,0.248,0.347,0,0.918,1.228
2178,1.802,1.703,0.248,0.347,0,0.918,1.375
2179,1.783,1.703,0.267,0.347,0,0.916,1.109
2180,1.782,1.704,0.268,0.346,0,0.919,1.229
2181,1.782,1.703,0.268,0.347,0,0.917,1.227
2182,1.782,1.704,0.268,0.346,0,0.918,1.227
2183,1.782,1.685,0.268,0.365,0,0.916,1.078
2184,1.782,1.703,0.268,0.347,0,0.916,1.153
2185,1.802,1.703,0.248,0.347,0,0.919,1.081
2186,1.802,1.704,0.248,0.346,0,0.919,1.154
2187,1.821,1.723,0.229,0.327,0,0.919,1.228
2188,1.821,1.723,0.229,0.327,0,0.918,1.081
2189,1.802,1.704,0.248,0.346,0,0.916,1.08
2190,1.802,1.704,0.248,0.346,0,0.916,1.08
2191,1.802,1.704,0.248,0.346,0,0.917,1.078
2192,1.802,1.704,0.248,0.346,0,0.919,1.08
2193,1.802,1.703,0.248,0.347,0,0.919,1.08
2194,1.802,1.704,0.248,0.346,0,0.916,1.005
2195,1.802,1.704,0.248,0.346,0,0.919,1.081
2196,1.783,1.703,0.267,0.347,0,0.917,1.08
2197,1.782,1.703,0.268,0.347,0,0.919,0.938
2198,1.782,1.703,0.268,0.347,0,0.916,1.079
2199,1.783,1.704,0.267,0.346,0,0.919,0.931
2200,1.783,1.703,0.267,0.347,0,0.919,0.933
2201,1.782,1.685,0.268,0.365,0,0.917,1.078
2202,1.783,1.685,0.267,0.365,0,0.916,0.932
2203,1.782,1.685,0.268,0.365,0,0.918,0.93
2204,1.782,1.685,0.268,0.365,0,0.919,0.932
2205,1.782,1.685,0.268,0.365,0,0.916,0.933
2206,1.782,1.685,0.268,0.365,0,0.916,0.931
2207,1.783,1.685,0.267,0.365,0,0.918,0.93
2208,1.783,1.685,0.267,0.365,0,0.916,0.931
2209,1.783,1.685,0.267,0.365,0,0.919,0.788
2210,1.782,1.685,0.268,0.365,0,0.916,0.783
2211,1.782,1.684,0.268,0.366,0,0.916,0.782
2212,1.782,1.685,0.268,0.365,0,0.92,0.709
2213,1.782,1.685,0.268,0.365,0,0.916,0.784
2214,1.782,1.666,0.268,0.384,0,0.916,0.784
2215,1.782,1.665,0.268,0.385,0,0.918,0.636
2216,1.782,1.685,0.268,0.365,0,0.923,0.635
2217,1.783,1.666,0.267,0.384,0,0.916,0.637
2218,1.782,1.666,0.268,0.384,0,0.922,0.635
2219,1.782,1.685,0.268,0.365,0,0.917,0.635
2220,1.782,1.685,0.268,0.365,0,0.916,0.485
2221,1.782,1.666,0.268,0.384,0,0.916,0.487
2222,1.782,1.685,0.268,0.365,0,0.916,0.487
2223,1.782,1.685,0.268,0.365,0,0.916,0.482
2224,1.782,1.666,0.268,0.384,0,0.917,0.333
2225,1.782,1.666,0.268,0.384,0,0.92,0.334
2226,1.782,1.665,0.268,0.385,0,0.916,0.181
2227,1.782,1.666,0.268,0.384,0,0.917,0.182
2228,1.782,1.665,0.268,0.385,0,0.916,0.182
2229,1.802,1.685,0.248,0.365,0,0.919,0.184
2230,1.801,1.685,0.249,0.365,0,0.916,0.181
2231,1.802,1.685,0.248,0.365,0,0.923,0.184
2232,1.802,1.685,0.248,0.365,0,0.916,0.181
2233,1.802,1.685,0.248,0.365,0,0.922,0.183
2234,1.802,1.685,0.248,0.365,0,0.916,0.181
2235,1.802,1.703,0.248,0.347,0,0.919,0.182
2236,1.802,1.703,0.248,0.347,0,0.916,0.181
2237,1.802,1.685,0.248,0.365,0,0.918,0.183
2238,1.802,1.685,0.248,0.365,0,0.916,0.181
2239,1.763,1.685,0.287,0.365,0,0.918,0.184
2240,1.763,1.684,0.287,0.366,0,0.917,0.181
2241,1.763,1.685,0.287,0.365,0,0.923,0.334
2242,1.763,1.703,0.287,0.347,0,0.916,0.181
2243,1.763,1.684,0.287,0.366,0,0.918,0.183
2244,1.763,1.684,0.287,0.366,0,0.916,0.18
2245,1.763,1.684,0.287,0.366,0,0.917,0.184
2246,1.763,1.684,0.287,0.366,0,0.916,0.18
2247,1.763,1.685,0.287,0.365,0,0.923,0.186
2248,1.763,1.684,0.287,0.366,0,0.916,0.181
2249,1.744,1.684,0.306,0.366,0,0.922,0.183
2250,1.744,1.685,0.306,0.365,0,0.917,0.181
2251,1.744,1.685,0.306,0.365,0,0.918,0.183
2252,1.744,1.684,0.306,0.366,0,0.916,0.181
